,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,season
55,E0,23/09/06,Reading,Man United,1,1,D,0,0,D,P Walton,3,18,1,8,6,10,2,6,0,0,0,0,7.0,3.75,1.5,6.4,3.6,1.5,7.0,3.7,1.5,5.5,3.8,1.5,5.5,3.5,1.53,7.0,3.75,1.44,6.0,3.75,1.44,6.0,3.6,1.53,6.5,3.6,1.53,40,7.0,6.6,4.0,3.71,1.55,1.5,30,1.91,1.82,2.05,1.89,17,1.0,1.93,1.85,2.04,1.98,0607
56,E0,23/09/06,Wigan,Watford,1,1,D,1,0,H,R Styles,8,10,4,4,15,15,4,3,2,2,0,0,1.83,3.3,4.33,1.8,3.25,4.25,1.8,3.3,4.5,1.75,3.3,4.2,1.72,3.2,4.33,1.85,3.25,4.0,1.7,3.2,4.5,1.91,3.25,3.75,1.75,3.4,4.5,39,1.91,1.81,3.45,3.3,4.75,4.26,30,2.2,2.05,1.75,1.67,16,-0.5,1.95,1.93,1.98,1.95,0607
57,E0,24/09/06,Newcastle,Everton,1,1,D,1,1,D,S Bennett,21,12,13,5,12,18,9,6,2,4,1,1,2.2,3.2,3.25,2.2,3.2,3.0,2.2,3.2,3.2,2.2,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.2,2.15,3.1,3.0,2.2,3.2,3.0,2.2,3.25,3.1,39,2.3,2.2,3.3,3.21,3.4,3.14,30,2.25,2.03,1.75,1.68,17,0.0,1.65,1.6,2.3,2.19,0607
58,E0,25/09/06,Portsmouth,Bolton,0,1,A,0,1,A,U Rennie,13,4,5,3,8,13,11,2,2,2,0,0,1.9,3.25,4.0,1.85,3.3,3.9,1.9,3.3,4.0,1.9,3.2,3.6,1.83,3.2,3.75,1.91,3.25,3.75,1.8,3.1,4.0,1.91,3.25,3.75,1.85,3.4,4.0,38,2.1,1.95,3.4,3.25,4.0,3.76,29,2.35,2.15,1.67,1.61,16,-0.5,2.11,2.08,1.83,1.81,0607
59,E0,30/09/06,Bolton,Liverpool,2,0,H,1,0,H,P Dowd,4,13,3,6,15,12,1,10,2,1,0,0,3.75,3.2,2.0,3.7,3.15,1.95,4.0,3.25,1.9,3.4,3.1,2.0,3.2,3.2,2.0,3.75,3.2,1.91,3.1,3.1,2.1,3.2,3.2,2.1,3.6,3.25,2.0,44,4.1,3.61,3.41,3.2,2.16,2.01,34,2.38,2.22,1.65,1.6,24,0.0,2.75,2.53,1.55,1.48,0607
60,E0,30/09/06,Charlton,Arsenal,1,2,A,1,1,D,M Clattenburg,10,21,6,12,19,8,4,7,4,4,0,0,6.5,3.6,1.53,5.8,3.5,1.55,6.75,3.6,1.52,5.5,3.5,1.55,5.0,3.5,1.57,6.0,3.5,1.53,6.0,3.4,1.5,5.5,3.5,1.57,6.0,3.5,1.53,43,7.0,6.24,3.75,3.55,1.69,1.55,34,2.17,2.0,1.85,1.73,21,1.0,1.98,1.84,2.0,1.95,0607
61,E0,30/09/06,Chelsea,Aston Villa,1,1,D,1,1,D,G Poll,18,9,10,5,13,14,7,5,0,2,0,0,1.3,5.0,8.5,1.2,5.75,11.0,1.25,5.25,12.0,1.27,4.6,9.0,1.33,4.0,8.0,1.28,4.75,9.0,1.28,4.2,9.0,1.29,4.5,10.0,1.3,5.0,9.0,43,1.3,1.27,5.5,4.9,12.0,10.25,34,1.95,1.85,2.0,1.87,20,-1.5,2.12,2.08,1.82,1.78,0607
62,E0,30/09/06,Everton,Man City,1,1,D,1,0,H,A Marriner,14,11,10,5,14,17,8,4,2,2,0,0,1.83,3.3,4.33,1.8,3.25,4.2,1.8,3.25,4.5,1.75,3.3,4.2,1.62,3.25,5.0,1.73,3.3,4.5,1.7,3.2,4.5,1.83,3.25,4.0,1.8,3.3,4.5,43,1.9,1.82,3.5,3.29,5.0,4.19,34,2.24,2.09,1.75,1.66,20,-0.5,1.95,1.9,1.98,1.95,0607
63,E0,30/09/06,Sheffield United,Middlesbrough,2,1,H,1,0,H,P Walton,13,7,7,2,8,12,10,4,1,3,0,0,2.6,3.25,2.6,2.6,3.15,2.5,2.6,3.2,2.6,2.6,3.0,2.6,2.6,3.2,2.38,2.6,3.2,2.5,2.4,3.1,2.6,2.5,3.2,2.6,2.6,3.2,2.6,43,2.8,2.61,3.3,3.2,2.65,2.54,34,2.3,2.14,1.71,1.64,23,0.0,2.09,1.94,1.93,1.85,0607
64,E0,01/10/06,Blackburn,Wigan,2,1,H,1,1,D,H Webb,12,11,8,6,16,17,5,4,3,4,0,0,1.9,3.25,4.0,1.8,3.2,4.25,1.8,3.25,4.5,1.8,3.2,4.0,1.8,3.2,4.0,1.83,3.25,4.0,1.8,3.1,4.0,1.83,3.25,4.0,1.85,3.4,4.0,43,2.0,1.86,3.45,3.28,4.5,4.02,34,2.2,2.06,1.75,1.68,20,-0.5,2.05,1.97,1.92,1.87,0607
65,E0,01/10/06,Man United,Newcastle,2,0,H,1,0,H,M Dean,24,3,11,3,5,13,8,3,1,3,0,0,1.3,4.33,13.0,1.3,4.75,8.4,1.33,4.5,10.0,1.33,4.2,8.0,1.33,4.0,8.0,1.3,4.5,9.0,1.28,4.5,8.0,1.3,4.5,9.0,1.33,4.5,8.5,43,1.38,1.33,4.85,4.42,13.0,9.12,34,1.9,1.79,2.15,1.94,20,-1.25,1.83,1.79,2.19,2.07,0607
66,E0,01/10/06,Tottenham,Portsmouth,2,1,H,2,1,H,C Foy,8,9,6,6,8,10,6,10,0,0,0,0,1.8,3.25,4.5,1.92,3.2,3.75,1.85,3.25,4.35,1.85,3.2,3.8,1.91,3.2,3.5,1.83,3.25,4.0,1.8,3.3,3.75,1.83,3.25,4.0,1.8,3.4,4.35,41,1.91,1.86,3.4,3.29,4.5,4.02,32,2.25,2.13,1.73,1.64,20,-0.5,1.95,1.89,2.02,1.97,0607
67,E0,01/10/06,West Ham,Reading,0,1,A,0,1,A,U Rennie,13,2,8,1,8,7,10,5,4,2,0,0,1.9,3.25,4.0,1.85,3.2,4.0,1.9,3.2,4.0,2.0,3.2,3.3,1.91,3.2,3.5,1.83,3.25,4.0,1.95,3.1,3.5,1.91,3.25,3.75,1.9,3.4,3.75,43,2.05,1.95,3.4,3.26,4.2,3.69,34,2.13,2.01,1.82,1.71,21,-0.5,2.12,2.01,1.9,1.85,0607
68,E0,02/10/06,Watford,Fulham,3,3,D,1,0,H,M Riley,9,9,4,3,24,12,3,2,1,3,0,0,2.4,3.2,2.87,2.3,3.15,2.85,2.4,3.1,2.9,2.5,3.0,2.7,2.38,3.2,2.6,2.38,3.2,2.7,2.37,3.1,2.62,2.38,3.2,2.75,2.5,3.2,2.7,43,2.5,2.39,3.3,3.18,3.1,2.8,33,2.22,2.12,1.72,1.65,21,0.0,1.81,1.77,2.15,2.02,0607
69,E0,14/10/06,Arsenal,Watford,3,0,H,2,0,H,H Webb,15,9,7,3,6,14,8,4,0,1,0,0,1.16,6.5,15.0,1.15,6.5,13.0,1.17,6.0,17.0,1.2,5.2,11.0,1.16,5.5,12.0,1.17,6.0,13.0,1.14,5.5,15.0,1.2,5.5,12.0,1.15,6.5,13.0,40,1.2,1.17,7.0,5.99,19.0,14.27,31,1.73,1.63,2.3,2.13,18,-1.75,1.84,1.8,2.14,2.05,0607
70,E0,14/10/06,Aston Villa,Tottenham,1,1,D,0,0,D,M Atkinson,12,10,6,5,13,11,2,2,0,1,0,1,2.25,3.1,3.2,2.25,3.15,2.95,2.25,3.2,3.1,2.3,3.1,2.8,2.0,3.2,3.2,2.2,3.1,3.1,2.1,3.1,3.1,2.2,3.2,3.0,2.1,3.2,3.4,39,2.4,2.23,3.26,3.16,3.62,3.11,31,2.38,2.22,1.63,1.58,19,-0.25,2.02,2.0,1.93,1.87,0607
71,E0,14/10/06,Liverpool,Blackburn,1,1,D,0,1,A,M Clattenburg,18,5,9,3,6,15,8,1,1,3,0,0,1.44,4.0,7.5,1.45,3.8,6.75,1.45,4.0,7.5,1.45,3.7,6.5,1.5,3.25,6.5,1.44,3.75,7.0,1.4,3.75,7.0,1.44,3.75,7.0,1.45,4.0,7.0,39,1.5,1.46,4.0,3.81,8.0,7.0,31,2.24,2.07,1.75,1.68,20,-1.0,1.99,1.88,2.0,1.94,0607
72,E0,14/10/06,Man City,Sheffield United,0,0,D,0,0,D,M Dean,14,7,6,3,14,12,3,4,0,1,0,0,1.66,3.6,5.0,1.6,3.5,5.25,1.7,3.5,5.0,1.65,3.5,4.5,1.72,3.2,4.33,1.67,3.3,5.0,1.7,3.2,4.5,1.67,3.25,5.0,1.7,3.4,5.0,39,1.73,1.68,3.6,3.45,5.75,4.87,31,2.2,2.06,1.73,1.68,18,-0.75,1.98,1.93,1.96,1.91,0607
73,E0,14/10/06,Middlesbrough,Everton,2,1,H,1,0,H,M Halsey,9,12,6,8,12,9,10,13,1,0,0,0,2.6,3.1,2.7,2.3,3.15,2.85,2.5,3.15,2.75,2.3,3.1,2.8,2.4,3.1,2.6,2.38,3.2,2.75,2.5,3.1,2.5,2.5,3.2,2.6,2.5,3.2,2.7,37,2.66,2.47,3.25,3.16,2.9,2.69,30,2.3,2.16,1.7,1.62,18,0.0,1.88,1.8,2.05,1.98,0607
74,E0,14/10/06,Portsmouth,West Ham,2,0,H,1,0,H,G Poll,18,6,6,3,20,11,4,4,4,4,0,0,2.0,3.2,3.75,1.9,3.2,3.8,1.95,3.25,3.85,1.85,3.2,3.8,1.8,3.3,3.75,1.95,3.2,3.6,1.8,3.3,3.75,1.83,3.25,4.0,1.9,3.25,4.0,38,2.0,1.93,3.45,3.25,4.25,3.76,31,2.2,2.1,1.7,1.65,19,-0.5,2.09,2.05,1.85,1.82,0607
75,E0,14/10/06,Reading,Chelsea,0,1,A,0,1,A,M Riley,5,7,0,4,16,7,8,5,3,2,1,1,7.5,4.33,1.4,7.3,4.0,1.4,7.5,4.0,1.45,6.5,3.7,1.45,6.5,3.6,1.44,7.5,4.0,1.4,6.5,3.6,1.44,7.5,4.0,1.4,7.5,3.8,1.45,40,8.0,7.33,4.33,3.97,1.8,1.44,32,2.11,1.97,1.85,1.76,22,1.0,2.0,1.93,2.01,1.89,0607
76,E0,14/10/06,Wigan,Man United,1,3,A,1,0,H,S Bennett,6,12,2,5,7,8,2,5,0,2,0,0,6.0,3.8,1.53,6.1,3.7,1.5,6.5,3.75,1.53,5.0,3.7,1.55,6.5,3.6,1.44,6.5,3.6,1.5,6.0,3.4,1.5,6.5,3.6,1.5,6.5,3.75,1.5,40,7.0,6.4,4.0,3.7,1.83,1.52,32,2.07,1.9,1.89,1.83,22,1.0,1.85,1.81,2.09,2.01,0607
77,E0,15/10/06,Newcastle,Bolton,1,2,A,1,0,H,A Wiley,10,7,3,5,21,15,3,3,3,3,0,0,2.25,3.2,3.1,2.1,3.15,3.25,2.25,3.2,3.1,2.3,3.1,2.8,2.2,3.2,2.8,2.1,3.2,3.2,2.2,3.1,2.87,2.2,3.2,3.0,2.25,3.25,3.0,38,2.3,2.23,3.3,3.19,3.45,3.04,32,2.3,2.17,1.69,1.61,19,-0.25,2.01,1.95,1.95,1.91,0607
78,E0,16/10/06,Fulham,Charlton,2,1,H,0,0,D,R Styles,11,10,6,3,9,12,3,6,1,3,0,0,2.1,3.1,3.6,2.0,3.15,3.55,2.0,3.25,3.6,2.0,3.2,3.3,1.9,3.2,3.5,2.0,3.2,3.5,1.9,3.2,3.5,2.0,3.25,3.4,1.9,3.4,3.75,38,2.1,2.02,3.4,3.22,3.9,3.52,32,2.15,2.01,1.85,1.72,20,0.0,1.55,1.45,2.77,2.54,0607
79,E0,21/10/06,Aston Villa,Fulham,1,1,D,1,1,D,C Foy,3,5,1,2,12,13,4,1,0,2,0,0,1.72,3.4,5.0,1.67,3.3,5.0,1.7,3.4,5.0,1.7,3.3,4.5,1.61,3.25,5.0,1.67,3.3,5.0,1.66,3.1,5.0,1.67,3.25,5.0,1.65,3.5,5.0,41,1.8,1.69,3.55,3.39,5.75,5.01,29,2.25,2.02,1.77,1.71,18,0.0,1.27,1.25,3.75,3.56,0607
80,E0,21/10/06,Charlton,Watford,0,0,D,0,0,D,L Mason,16,8,8,3,13,17,9,9,2,0,0,0,1.9,3.25,4.0,1.9,3.15,3.85,1.95,3.25,3.85,2.0,3.2,3.3,1.83,3.2,3.75,1.91,3.2,3.75,1.9,3.1,3.6,2.0,3.25,3.4,1.9,3.4,3.75,40,2.05,1.93,3.4,3.25,4.3,3.84,30,2.2,2.02,1.75,1.7,18,0.0,1.55,1.4,3.05,2.71,0607
81,E0,21/10/06,Chelsea,Portsmouth,2,1,H,0,0,D,M Clattenburg,26,10,18,1,6,12,9,5,3,2,0,0,1.28,5.0,10.0,1.2,6.0,10.0,1.25,5.5,10.0,1.27,4.4,10.0,1.25,4.5,10.0,1.25,5.0,10.0,1.25,4.5,10.0,1.25,5.0,10.0,1.25,5.5,10.0,40,1.3,1.26,5.68,4.98,12.0,10.75,30,2.02,1.88,1.98,1.85,17,-1.5,2.1,2.06,1.83,1.8,0607
82,E0,21/10/06,Everton,Sheffield United,2,0,H,2,0,H,D Gallagher,13,10,5,4,13,11,4,3,0,1,0,1,1.57,3.5,6.5,1.5,3.6,6.1,1.57,3.6,6.0,1.55,3.7,5.0,1.53,3.5,5.5,1.53,3.6,6.0,1.57,3.3,5.5,1.53,3.6,6.0,1.55,3.5,6.0,40,1.6,1.56,3.8,3.57,6.75,6.05,29,2.2,2.03,1.75,1.7,18,-1.0,2.13,2.05,1.8,1.77,0607
83,E0,21/10/06,Wigan,Man City,4,0,H,2,0,H,P Dowd,12,9,5,4,14,13,3,5,1,1,0,0,2.3,3.1,3.1,2.25,3.15,2.95,2.3,3.2,3.0,2.3,3.0,2.9,2.1,3.2,3.0,2.25,3.2,2.9,2.25,3.1,2.8,2.2,3.2,3.0,2.25,3.25,3.0,40,2.4,2.28,3.3,3.18,3.25,3.01,30,2.3,2.13,1.7,1.63,18,0.0,1.72,1.63,2.3,2.14,0607
84,E0,22/10/06,Blackburn,Bolton,0,1,A,0,0,D,M Dean,24,8,11,7,12,16,7,8,2,2,0,1,2.37,3.1,2.75,2.2,3.15,3.05,2.35,3.1,3.0,2.4,3.0,2.8,2.2,3.2,2.8,2.3,3.2,2.8,2.25,3.0,2.87,2.2,3.2,3.0,2.35,3.2,2.9,40,2.45,2.35,3.25,3.13,3.15,2.93,29,2.38,2.15,1.7,1.62,17,0.0,1.76,1.7,2.17,2.03,0607
85,E0,22/10/06,Man United,Liverpool,2,0,H,1,0,H,G Poll,10,13,8,5,14,21,5,5,1,3,0,0,1.9,3.25,4.0,1.9,3.15,3.9,1.9,3.2,4.2,1.85,3.1,4.0,1.9,3.2,3.5,1.83,3.15,4.2,1.83,3.0,4.0,1.8,3.2,4.33,1.85,3.1,4.5,42,2.04,1.89,3.35,3.21,4.75,4.12,29,2.52,2.19,1.7,1.61,17,-0.5,2.01,1.96,1.95,1.89,0607
86,E0,22/10/06,Middlesbrough,Newcastle,1,0,H,0,0,D,M Atkinson,19,13,8,4,17,13,8,4,2,0,0,0,2.4,3.1,2.87,2.3,3.1,2.9,2.3,3.2,3.0,2.2,3.0,3.1,2.2,3.2,2.8,2.25,3.2,2.9,2.1,3.1,3.1,2.0,3.25,3.4,2.35,3.2,2.9,40,2.5,2.32,3.25,3.13,3.25,2.98,29,2.2,2.05,1.78,1.69,18,0.0,1.79,1.7,2.23,2.11,0607
87,E0,22/10/06,Reading,Arsenal,0,4,A,0,2,A,A Wiley,3,16,1,9,6,6,10,2,0,0,0,0,5.5,3.6,1.61,6.4,3.6,1.5,6.0,3.6,1.57,5.2,3.6,1.55,5.5,3.5,1.53,6.0,3.6,1.53,6.0,3.3,1.53,5.5,3.5,1.57,4.5,3.5,1.6,41,6.5,5.82,3.75,3.58,1.67,1.57,29,2.1,1.98,1.82,1.75,17,1.0,1.8,1.74,2.2,2.08,0607
88,E0,22/10/06,Tottenham,West Ham,1,0,H,1,0,H,S Bennett,13,5,5,2,14,15,9,9,3,4,0,0,1.8,3.3,4.5,1.75,3.25,4.5,1.75,3.35,4.75,1.7,3.4,4.3,1.66,3.3,4.5,1.73,3.3,4.5,1.66,3.3,4.5,1.73,3.4,4.33,1.75,3.4,4.5,9,1.8,1.76,3.55,3.36,5.0,4.64,7,2.2,2.11,1.75,1.69,3,-0.5,1.83,1.82,2.08,2.05,0607
89,E0,28/10/06,Arsenal,Everton,1,1,D,0,1,A,M Riley,26,2,12,2,6,21,16,3,2,3,0,0,1.4,4.0,9.0,1.35,4.25,7.8,1.4,4.25,8.5,1.37,4.0,7.2,1.4,3.75,7.0,1.4,4.0,7.5,1.33,4.0,8.0,1.36,4.0,8.5,1.35,4.2,9.0,46,1.45,1.39,4.6,4.13,9.5,7.96,34,1.9,1.8,2.08,1.92,20,-1.25,2.06,2.02,1.91,1.85,0607
90,E0,28/10/06,Bolton,Man United,0,4,A,0,2,A,R Styles,8,15,3,10,18,11,7,2,2,2,0,0,4.33,3.3,1.83,4.0,3.2,1.85,4.25,3.25,1.83,3.6,3.2,1.9,4.0,3.2,1.8,4.2,3.25,1.8,4.0,3.1,1.8,4.0,3.25,1.83,4.35,3.25,1.85,45,4.83,4.13,3.5,3.24,2.0,1.86,34,2.3,2.06,1.75,1.68,22,0.5,2.0,1.96,1.96,1.91,0607
91,E0,28/10/06,Fulham,Wigan,0,1,A,0,0,D,G Poll,4,15,1,7,11,12,5,4,1,2,0,0,2.1,3.25,3.4,1.9,3.2,3.8,2.0,3.2,3.75,1.9,3.2,3.6,1.9,3.2,3.5,2.0,3.2,3.5,1.9,3.2,3.5,1.91,3.25,3.75,2.0,3.25,3.6,45,2.15,2.02,3.3,3.22,3.85,3.54,34,2.2,2.04,1.8,1.7,22,-0.5,2.14,2.12,1.81,1.78,0607
92,E0,28/10/06,Liverpool,Aston Villa,3,1,H,3,0,H,S Bennett,19,7,6,5,11,17,8,4,0,1,0,0,1.53,3.6,6.5,1.55,3.55,5.7,1.6,3.5,6.0,1.6,3.5,5.0,1.61,3.25,5.0,1.57,3.4,6.0,1.61,3.1,5.5,1.62,3.5,5.0,1.6,3.5,5.5,46,1.67,1.58,3.75,3.49,7.25,6.04,34,2.3,2.09,1.74,1.65,20,-0.75,1.86,1.81,2.15,2.07,0607
93,E0,28/10/06,Newcastle,Charlton,0,0,D,0,0,D,M Dean,20,8,10,4,12,9,10,3,1,1,0,0,1.8,3.3,4.5,1.65,3.4,5.0,1.75,3.3,4.75,1.8,3.2,4.0,1.66,3.3,4.5,1.75,3.25,4.5,1.72,3.2,4.33,1.73,3.4,4.33,1.75,3.4,4.5,46,1.85,1.76,3.45,3.31,5.1,4.59,35,2.12,2.0,1.83,1.73,23,-0.5,1.8,1.77,2.2,2.1,0607
94,E0,28/10/06,Portsmouth,Reading,3,1,H,1,0,H,P Dowd,18,8,12,4,18,6,5,13,0,0,0,0,1.8,3.3,4.5,1.8,3.25,4.2,1.8,3.3,4.5,1.8,3.2,4.0,1.72,3.2,4.33,1.67,3.4,4.75,1.8,3.1,4.0,1.8,3.2,4.33,1.85,3.2,4.35,45,1.91,1.79,3.5,3.28,5.0,4.39,34,2.22,2.03,1.78,1.7,21,-0.5,1.95,1.92,2.0,1.95,0607
95,E0,28/10/06,Sheffield United,Chelsea,0,2,A,0,1,A,M Atkinson,6,10,2,7,15,12,8,7,2,0,0,0,12.0,4.5,1.3,9.0,4.6,1.3,11.0,5.0,1.28,8.0,4.2,1.33,8.0,4.5,1.28,10.0,5.0,1.25,8.0,4.0,1.33,8.5,4.33,1.33,11.0,4.5,1.3,47,14.4,10.34,5.15,4.66,1.34,1.29,36,2.06,1.94,1.88,1.79,24,1.5,1.92,1.86,2.06,1.99,0607
96,E0,28/10/06,Watford,Tottenham,0,0,D,0,0,D,U Rennie,9,11,2,8,14,14,7,7,3,1,0,0,3.6,3.3,2.0,3.25,3.2,2.1,3.5,3.25,2.05,3.2,3.1,2.1,3.5,3.2,1.9,3.5,3.15,2.0,3.0,3.1,2.15,3.2,3.2,2.1,3.5,3.3,2.0,45,3.75,3.41,3.4,3.21,2.2,2.06,34,2.2,2.06,1.8,1.69,22,0.25,2.14,2.09,1.85,1.78,0607
97,E0,29/10/06,West Ham,Blackburn,2,1,H,1,0,H,A Wiley,9,13,5,7,16,10,5,8,1,1,0,0,2.5,3.2,2.75,2.2,3.15,3.05,2.4,3.2,2.9,2.3,3.1,2.8,2.37,3.2,2.6,2.3,3.25,2.8,2.37,3.1,2.62,2.38,3.2,2.75,2.5,3.25,2.65,47,2.6,2.4,3.25,3.2,2.95,2.79,35,2.21,2.07,1.75,1.65,21,0.0,1.77,1.73,2.2,2.09,0607
98,E0,30/10/06,Man City,Middlesbrough,1,0,H,1,0,H,H Webb,14,4,5,0,16,22,9,1,2,4,0,0,2.37,3.1,3.0,2.1,3.15,3.25,2.3,3.2,3.0,2.3,3.1,2.8,2.25,3.2,2.75,2.2,3.2,3.0,2.25,3.1,2.8,2.2,3.2,3.0,2.25,3.2,3.1,45,2.4,2.29,3.3,3.18,3.15,2.97,34,2.3,2.11,1.75,1.63,21,-0.25,2.05,2.02,1.9,1.86,0607
99,E0,04/11/06,Bolton,Wigan,0,1,A,0,0,D,M Clattenburg,13,9,5,3,15,14,5,3,1,2,0,0,1.9,3.25,4.0,1.7,3.35,4.7,1.8,3.3,4.5,1.75,3.3,4.2,1.73,3.2,4.33,1.73,3.4,4.33,1.72,3.2,4.33,1.67,3.25,5.0,1.75,3.4,4.5,44,1.95,1.8,3.4,3.27,5.0,4.38,31,2.3,2.14,1.7,1.63,22,-0.5,2.01,1.91,2.0,1.95,0607
100,E0,04/11/06,Charlton,Man City,1,0,H,1,0,H,C Foy,18,15,11,9,10,9,5,12,1,2,0,0,2.3,3.1,3.1,2.3,3.15,2.85,2.3,3.2,3.0,2.3,3.1,2.8,2.2,3.2,2.8,2.3,3.2,2.8,2.3,3.1,2.75,2.25,3.25,2.88,2.3,3.3,2.9,44,2.45,2.32,3.3,3.19,3.1,2.9,32,2.35,2.14,1.7,1.64,23,0.0,1.83,1.71,2.21,2.07,0607
101,E0,04/11/06,Fulham,Everton,1,0,H,0,0,D,M Atkinson,5,5,3,3,8,17,4,10,0,1,0,0,2.8,3.1,2.5,2.45,3.15,2.65,2.75,3.2,2.5,2.55,3.1,2.55,2.5,3.2,2.5,2.62,3.1,2.5,2.6,3.1,2.4,2.5,3.2,2.6,2.65,3.25,2.5,45,2.85,2.63,3.25,3.16,2.75,2.56,34,2.36,2.18,1.67,1.62,26,0.0,2.01,1.92,1.94,1.88,0607
102,E0,04/11/06,Liverpool,Reading,2,0,H,1,0,H,U Rennie,21,5,10,2,8,14,9,6,0,2,0,0,1.33,4.5,9.5,1.35,4.5,7.3,1.36,4.5,8.5,1.37,3.9,7.5,1.33,4.0,8.0,1.36,4.2,7.5,1.36,3.75,8.0,1.36,4.33,7.5,1.35,4.35,8.0,44,1.38,1.34,4.85,4.35,10.5,8.72,32,1.98,1.88,1.96,1.87,22,-1.25,1.85,1.81,2.13,2.08,0607
103,E0,04/11/06,Man United,Portsmouth,3,0,H,2,0,H,M Dean,18,8,11,5,6,9,9,5,0,1,0,0,1.3,5.0,9.0,1.3,4.75,8.4,1.3,5.0,9.0,1.33,4.2,8.0,1.29,4.5,8.0,1.25,5.0,10.0,1.3,4.2,8.5,1.29,4.5,10.0,1.3,5.0,9.0,43,1.34,1.29,5.25,4.73,13.0,9.69,31,1.82,1.74,2.12,1.99,21,-1.5,2.1,2.04,1.9,1.83,0607
104,E0,04/11/06,Newcastle,Sheffield United,0,1,A,0,0,D,S Bennett,11,12,3,6,16,12,7,0,3,2,0,0,1.72,3.4,5.0,1.65,3.35,5.1,1.75,3.4,4.75,1.75,3.3,4.2,1.62,3.25,5.0,1.73,3.4,4.33,1.72,3.2,4.33,1.73,3.4,4.33,1.7,3.4,5.0,43,1.75,1.71,3.5,3.38,5.5,4.84,34,2.29,2.1,1.75,1.68,24,-0.75,1.98,1.95,1.99,1.93,0607
105,E0,04/11/06,Watford,Middlesbrough,2,0,H,1,0,H,D Gallagher,14,5,6,2,15,15,10,4,1,1,0,0,2.6,3.0,2.8,2.4,3.1,2.75,2.5,3.2,2.75,2.5,3.0,2.7,2.5,3.2,2.5,2.5,3.1,2.62,2.37,3.0,2.7,2.25,3.25,2.88,2.5,3.2,2.7,44,2.65,2.49,3.35,3.14,3.08,2.74,31,2.3,2.15,1.7,1.63,23,0.0,1.93,1.84,2.08,1.97,0607
106,E0,05/11/06,Aston Villa,Blackburn,2,0,H,1,0,H,H Webb,8,5,5,3,15,13,4,3,1,3,0,0,2.0,3.2,3.75,1.9,3.25,3.75,1.95,3.2,4.0,1.9,3.1,3.8,1.83,3.2,3.75,1.83,3.25,4.0,1.8,3.1,4.0,1.91,3.25,3.75,1.9,3.25,4.0,45,2.1,1.93,3.3,3.21,4.4,3.84,32,2.37,2.15,1.7,1.63,23,-0.5,2.12,2.04,1.88,1.84,0607
107,E0,05/11/06,Tottenham,Chelsea,2,1,H,1,1,D,G Poll,8,17,3,10,15,15,7,10,3,5,0,1,5.0,3.4,1.72,5.0,3.4,1.65,5.0,3.4,1.7,4.3,3.4,1.7,4.33,3.2,1.73,4.75,3.4,1.67,4.5,3.3,1.66,4.33,3.4,1.73,5.5,3.4,1.65,44,5.5,4.97,3.55,3.36,1.75,1.69,33,2.3,2.12,1.75,1.65,23,0.75,1.95,1.91,2.02,1.98,0607
108,E0,05/11/06,West Ham,Arsenal,1,0,H,0,0,D,R Styles,11,11,5,5,11,8,8,3,3,2,0,0,5.5,3.6,1.61,5.8,3.55,1.55,5.75,3.5,1.6,4.8,3.6,1.6,5.0,3.25,1.62,5.5,3.4,1.62,5.5,3.3,1.57,5.0,3.5,1.62,5.5,3.5,1.6,43,6.1,5.57,3.75,3.51,1.65,1.59,33,2.05,1.95,1.88,1.8,24,0.75,2.13,2.08,1.83,1.8,0607
109,E0,11/11/06,Blackburn,Man United,0,1,A,0,0,D,M Riley,9,14,4,7,17,8,6,4,4,3,0,0,5.5,3.6,1.61,5.5,3.4,1.6,6.25,3.6,1.55,4.8,3.6,1.6,6.0,3.4,1.5,5.75,3.4,1.57,6.0,3.3,1.53,6.0,3.4,1.57,6.0,3.5,1.55,48,6.5,5.78,3.75,3.54,1.65,1.58,35,2.07,1.96,1.87,1.78,23,0.75,2.15,2.09,1.83,1.78,0607
110,E0,11/11/06,Chelsea,Watford,4,0,H,2,0,H,H Webb,14,2,8,1,13,14,9,4,1,1,0,0,1.12,7.0,23.0,1.13,7.0,14.0,1.14,7.0,17.0,1.15,6.0,13.0,1.16,5.5,12.0,1.12,7.0,15.0,1.14,5.5,15.0,1.17,6.0,13.0,1.14,7.0,15.0,48,1.17,1.14,7.4,6.55,25.0,17.52,35,1.75,1.67,2.26,2.08,20,-2.0,1.99,1.95,1.95,1.91,0607
